epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1,lr
1,0.7746871170638687,0.8142079507340408,0.6696730964452156,0.6890040152169462,0.8598130841121495,0.7187577257180171,0.7446604044879246,4.9692208514878444e-05
2,0.6715798300940896,0.8648485181723209,0.7572527473318896,0.6694861356528748,0.8750778816199377,0.7370563892394555,0.7599994817015914,4.877641290737884e-05
3,0.6454065824188171,0.8777148512673888,0.7816332666618795,0.6557265852284951,0.873208722741433,0.7572003449646476,0.7679057619618501,4.72751631047092e-05
4,0.6271960720540325,0.8853026887337109,0.7972715149270343,0.658636205404347,0.8744548286604361,0.7777952070491496,0.7768687069265706,4.522542485937369e-05
5,0.6044509016072015,0.8959146643206686,0.8144403508756273,0.6709793176420753,0.8716510903426792,0.7404012021583768,0.760740897776214,4.267766952966369e-05
6,0.58734149063093,0.905811843624567,0.8342493207275536,0.6624546572055401,0.8772585669781932,0.7583812971237724,0.775255854242717,3.969463130731183e-05
7,0.5736385563558171,0.9118051355363721,0.8452097853184843,0.6729914590391415,0.8757009345794392,0.7585000004853981,0.770914637778719,3.634976249348867e-05
8,0.558240883174839,0.9210974872161434,0.8670019062235733,0.6691827785931643,0.8766355140186916,0.762848494968215,0.7727136724841086,3.272542485937369e-05
9,0.5412179285686707,0.9286853246824655,0.8788725783169145,0.6815263907114665,0.8700934579439252,0.7691181128467169,0.7694227643960234,2.891086162600578e-05
10,0.5268660473962505,0.9349535382416011,0.8923210230793274,0.6754543860382008,0.8753894080996885,0.7586118779904203,0.7684991219436064,2.5000000000000005e-05
11,0.5157467608678109,0.9410018144828723,0.9033217165573347,0.6774193901139256,0.8725856697819314,0.7531689913774803,0.764582599648344,2.108913837399424e-05
12,0.5041265094752833,0.9498542915269148,0.918704999533199,0.6813140977951596,0.8700934579439252,0.7537249586461928,0.7573883775871597,1.727457514062632e-05
13,0.48868210909751625,0.9595865178424149,0.9365530732064938,0.6776674235721244,0.8763239875389408,0.7658267609987006,0.7712373151999988,1.3650237506511335e-05
14,0.4837910880527679,0.9598064551602793,0.9370630409928769,0.6890161107262347,0.8763239875389408,0.7647030567153493,0.771718154465887,1.0305368692688178e-05
15,0.4755985693373255,0.9637103425523725,0.9430500330145881,0.6935666036754382,0.8744548286604361,0.7653741213612756,0.7693969695040499,7.322330470336315e-06
16,0.4659974607848712,0.969318744157915,0.9527205348790402,0.6901489752475346,0.874766355140187,0.7638117490486281,0.7683632926001828,4.774575140626317e-06
17,0.46512182476482916,0.9691537911695167,0.9520858820664977,0.6898088778662161,0.8725856697819314,0.7632864449234494,0.7651730268637571,2.7248368952908057e-06
18,0.4610245937517676,0.9708033210534998,0.9552696517561478,0.6928585342157667,0.8691588785046729,0.7599624664422885,0.7616161806972394,1.2235870926211619e-06
19,0.45897823846470615,0.9727277725848134,0.9574678659762629,0.6910516299934031,0.8710280373831776,0.7552776153706133,0.7608940023168433,3.0779148512155856e-07
20,0.45777885246389594,0.9730026942321438,0.9593059278259133,0.690117264610956,0.8728971962616823,0.7589101271643097,0.7645262485516005,0.0
