epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1,lr
1,1.006518447616098,0.6995656237972178,0.4545743913605619,0.7397303292313098,0.838006230529595,0.6958782864105136,0.7078680582740149,4.9692208514878444e-05
2,0.86274583175694,0.7735745312585913,0.6123728344387136,0.6876641801584547,0.8604361370716511,0.7360469070551127,0.7487667347131475,4.877641290737884e-05
3,0.8347692598562187,0.7933139055369219,0.6514394892370398,0.6784679117232468,0.8629283489096573,0.7421987660950151,0.7501664143096767,4.72751631047092e-05
4,0.8163385864709978,0.7939737174905152,0.6534087459319512,0.6723650538104345,0.8616822429906542,0.7546774467730509,0.753885535392543,4.522542485937369e-05
5,0.7984139783501579,0.8084345961401,0.6773293334297414,0.6565289637938467,0.8682242990654205,0.7561089060449713,0.7598255165082385,4.267766952966369e-05
6,0.793689498541124,0.8098641887062187,0.6809578174779114,0.6691733468915815,0.870404984423676,0.7637189365190695,0.7691408875265082,3.969463130731183e-05
7,0.7808439898085828,0.8142079507340408,0.6915461222643887,0.6542714175962585,0.8716510903426792,0.7524161754319331,0.7655690253272015,3.634976249348867e-05
8,0.7730934041161374,0.8210260075878375,0.7038382404841085,0.6519161565652889,0.8750778816199377,0.756832181075296,0.770666361158028,3.272542485937369e-05
9,0.7525850568457684,0.8269643151701765,0.7142612787926297,0.6596324017300412,0.8760124610591901,0.7713610563848529,0.775493305991562,2.891086162600578e-05
10,0.752902701209493,0.82987848463188,0.719062957861901,0.657019568752277,0.8753894080996885,0.7734907751622886,0.7745466360250418,2.5000000000000005e-05
11,0.7441477615378259,0.8359267608731511,0.7261413277121138,0.6488441926296626,0.8809968847352025,0.7743530059325456,0.7822432637206042,2.108913837399424e-05
12,0.7418851454419079,0.8362016825204817,0.7253906071181754,0.6525897937214634,0.8775700934579439,0.7683969284515877,0.775213763621707,1.727457514062632e-05
13,0.7315359016953211,0.8338373563534393,0.7270989592225745,0.6499338441548689,0.878816199376947,0.7743598666710614,0.7799783928516002,1.3650237506511335e-05
14,0.7271783379624333,0.836916478803541,0.7327277709904362,0.6519213899273739,0.8809968847352025,0.770536575573838,0.7803661393609918,1.0305368692688178e-05
15,0.7308443817880238,0.8416451311376257,0.7404899167882897,0.6508163159510056,0.8806853582554517,0.7726240794532486,0.7808257190249069,7.322330470336315e-06
16,0.7202703778599673,0.8499477648870072,0.7557416089559931,0.6551776444800547,0.8791277258566979,0.7754796059388787,0.7817013370962439,4.774575140626317e-06
17,0.7161568302433612,0.8452191125529224,0.7495815130886891,0.6504855509116271,0.8828660436137071,0.7777179739612101,0.7857004343806181,2.7248368952908057e-06
18,0.7221226956548453,0.8453840655413207,0.7464687023349887,0.6516230078129753,0.8806853582554517,0.7702880465602316,0.7807601885569695,1.2235870926211619e-06
19,0.7140688222001409,0.8511574201352614,0.7532688948081777,0.6505903453841759,0.8800623052959502,0.7753997879565623,0.7814889481958346,3.0779148512155856e-07
20,0.7166473900183093,0.8475834387199648,0.750065078075233,0.6510322235826391,0.8813084112149533,0.7766332867662771,0.7830937509746984,0.0
